connectivity,dynamicColors,moduleColors,moduleLabels,external_gene_name,gene_name,gene_biotype
5.637030472255036,firebrick,firebrick,9.0,Solyc02g087230,Solyc02g087230.3,"Ferredoxin-thioredoxin reductase, catalytic chain (AHRD V3.3 *** A0A2G3D9G9_CAPCH)"
5.443471859013123,firebrick,firebrick,9.0,Solyc06g066000,Solyc06g066000.3,"ATP synthase subunit b', chloroplastic (AHRD V3.3 *** A0A1U8GUM8_CAPAN)"
4.9232011222480745,firebrick,firebrick,9.0,Solyc01g097860,Solyc01g097860.4,myelin-associated oligodendrocyte basic protein (AHRD V3.3 *-* AT1G54520.1)
4.664710491651387,firebrick,firebrick,9.0,Solyc07g043570,Solyc07g043570.3,NAD(P)-linked oxidoreductase superfamily protein (AHRD V3.3 *** A0A2U1Q7S8_ARTAN)
4.512632771498049,firebrick,firebrick,9.0,Solyc07g007600,Solyc07g007600.3,vacuolar-type H+-pyrophosphatase
4.238779539609765,firebrick,firebrick,9.0,Solyc10g005100,Solyc10g005100.3,Plasma membrane-associated cation-binding protein 1 (AHRD V3.3 *** A0A2G2YJZ6_CAPAN)
4.196984332868456,firebrick,firebrick,9.0,Solyc02g085760,Solyc02g085760.2,Rhomboid domain-containing protein (AHRD V3.3 *** A0A1Q3C608_CEPFO)
4.130572374730279,firebrick,firebrick,9.0,Solyc07g063570,Solyc07g063570.4,Cytochrome c biogenesis protein family (AHRD V3.3 *** A0A2U1PMY6_ARTAN)
4.005148799015507,firebrick,firebrick,9.0,Solyc01g094790,Solyc01g094790.3,Cysteine synthase (AHRD V3.3 *** A0A2G3BSX6_CAPCH)
3.9886965840644195,firebrick,firebrick,9.0,Solyc11g051160,Solyc11g051160.2,Patellin-1 (AHRD V3.3 *** A0A2G2YV42_CAPAN)
