connectivity,dynamicColors,moduleColors,moduleLabels,external_gene_name,gene_name,gene_biotype
1.9765697306870673,lightgreen,lightgreen,15.0,Solyc03g031980,Solyc03g031980.4,Lectin-receptor kinase (AHRD V3.3 *** A0A2U1KV35_ARTAN)
1.737116727741111,lightgreen,lightgreen,15.0,Solyc04g005860,Solyc04g005860.3,Protein ENHANCED DISEASE RESISTANCE 2 (AHRD V3.3 *** A0A1J3E5Z2_NOCCA)
1.6939934054644126,lightgreen,lightgreen,15.0,Solyc11g067140,Solyc11g067140.2,DNA polymerase epsilon catalytic subunit (AHRD V3.3 *** A0A2G2VQQ6_CAPBA)
1.6754875998942533,lightgreen,lightgreen,15.0,Solyc06g051810,Solyc06g051810.4,XH/XS domain protein (AHRD V3.3 *** A0A2K3NHW6_TRIPR)
1.674038405468302,lightgreen,lightgreen,15.0,Solyc09g014770,Solyc09g014770.3,AMP deaminase (AHRD V3.3 *** A0A2G3BKE7_CAPCH)
1.6678150419576574,lightgreen,lightgreen,15.0,Solyc04g064870,Solyc04g064870.3,Pathogen-related protein (AHRD V3.3 *** A0A1U8GE43_CAPAN)
1.5820360686133186,lightgreen,lightgreen,15.0,Solyc01g081390,Solyc01g081390.4,"Xylulose 5-phosphate/phosphate translocator, chloroplastic (AHRD V3.3 *** A0A1U8EHP7_CAPAN)"
1.5765496458875514,lightgreen,lightgreen,15.0,Solyc01g087800,Solyc01g087800.2,Subtilisin-like protease (AHRD V3.3 *** O82777_SOLLC)
1.5670458166770354,lightgreen,lightgreen,15.0,Solyc03g113950,Solyc03g113950.4,Calmodulin binding protein (AHRD V3.3 *-* A0A2K3MP79_TRIPR)
1.5626083136294013,lightgreen,lightgreen,15.0,Solyc01g099090,Solyc01g099090.3,Mannosylglycoprotein endo-beta-mannosidase (AHRD V3.3 *** A0A2G2Y0C1_CAPAN)
